interview__key	interview__id	roster	id1	id2	id3	variable	type	message__number	message
74-83-06-55	e8fdb423b3824b9ca4582a1b5d97858e					gps	2	1	GPS has to be within 20m
74-83-06-55	e8fdb423b3824b9ca4582a1b5d97858e						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
46-38-38-30	74c2ed84bba8463fa814e530f7980f4e					gps	2	1	GPS has to be within 20m
46-38-38-30	74c2ed84bba8463fa814e530f7980f4e						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
00-81-02-03	00dfea15f4134c1880ad6faad368891f					gps	2	1	GPS has to be within 20m
00-81-02-03	00dfea15f4134c1880ad6faad368891f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
27-85-16-61	699b43285f5b4c549415562880b1c2ae					gps	2	1	GPS has to be within 20m
27-85-16-61	699b43285f5b4c549415562880b1c2ae						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
24-61-45-30	8f16648cbe2d4b329393ca0af79d9536						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
10-68-91-24	73f0d537c89945a1be69a684da6c959a					gps	2	1	GPS has to be within 20m
10-68-91-24	73f0d537c89945a1be69a684da6c959a						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
39-85-01-57	2cbdf08b84bb4281b746ad68131f343c					gps	2	1	GPS has to be within 20m
39-85-01-57	2cbdf08b84bb4281b746ad68131f343c						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
20-69-83-20	6d0851a73fd04c6483370815d6b06d2b					gps	2	1	GPS has to be within 20m
20-69-83-20	6d0851a73fd04c6483370815d6b06d2b						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
31-04-43-14	0f9f60426b9941c8a4dd31b030d71b8d					gps	2	1	GPS has to be within 20m
31-04-43-14	0f9f60426b9941c8a4dd31b030d71b8d						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
19-00-55-62	c41f7a4c77194b7d97832208c84c38cd					gps	2	1	GPS has to be within 20m
19-00-55-62	c41f7a4c77194b7d97832208c84c38cd						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
35-15-89-77	354154fac70b4af0973b6be50d12fedf					gps	2	1	GPS has to be within 20m
35-15-89-77	354154fac70b4af0973b6be50d12fedf						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
92-80-23-82	7200d14c176e42d787713a2b82ff10c7					gps	2	1	GPS has to be within 20m
92-80-23-82	7200d14c176e42d787713a2b82ff10c7						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
85-33-44-86	38aa0c1f20ae42c1824e37498706ebc9					gps	2	1	GPS has to be within 20m
85-33-44-86	38aa0c1f20ae42c1824e37498706ebc9						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
05-79-16-99	126ef60984894da4a4eb08a29e9f691f					gps	2	1	GPS has to be within 20m
05-79-16-99	126ef60984894da4a4eb08a29e9f691f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
40-98-93-08	50e703acc9f246d697aad255e22662bf					gps	2	1	GPS has to be within 20m
40-98-93-08	50e703acc9f246d697aad255e22662bf						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
32-65-72-13	7ac3d35e085348ca94128910204bf95f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
00-75-86-00	013ccfab3e8949dc94f35db8da17a596					gps	2	1	GPS has to be within 20m
00-75-86-00	013ccfab3e8949dc94f35db8da17a596						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
49-31-26-21	e1584948cf1145a68751101aeb731fd1					gps	2	1	GPS has to be within 20m
49-31-26-21	e1584948cf1145a68751101aeb731fd1						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
97-91-76-62	433922d9ff234bb6a7756e927fa19288						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
26-88-32-15	8e2fe7e1ab554e549a9e16d5a588a581					gps	2	1	GPS has to be within 20m
26-88-32-15	8e2fe7e1ab554e549a9e16d5a588a581						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
26-88-32-15	8e2fe7e1ab554e549a9e16d5a588a581	narcotic_items_roster	1	231087099		amount_paid_cash	2	1	The amount seems unrealistic, please confirm and accept it if correct
81-27-19-03	8518bbccba384634a731b54b2af9b773					gps	2	1	GPS has to be within 20m
81-27-19-03	8518bbccba384634a731b54b2af9b773						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
53-99-59-19	1c0a91ba84154d6388b055d2ce56e4b5					gps	2	1	GPS has to be within 20m
53-99-59-19	1c0a91ba84154d6388b055d2ce56e4b5						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
48-00-35-37	3f4135b9e5d14b52a8cf2b82ba5012e7					gps	2	1	GPS has to be within 20m
48-00-35-37	3f4135b9e5d14b52a8cf2b82ba5012e7						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
14-96-44-92	7a5a870d136440aebab588d7c503f3aa					gps	2	1	GPS has to be within 20m
14-96-44-92	7a5a870d136440aebab588d7c503f3aa						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
27-00-75-06	30b3594d017e4301ac0af11f12810d8b					gps	2	1	GPS has to be within 20m
27-00-75-06	30b3594d017e4301ac0af11f12810d8b						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
77-24-15-77	169ad5eac5574124b10a41f4d36201de					gps	2	1	GPS has to be within 20m
77-24-15-77	169ad5eac5574124b10a41f4d36201de						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
00-84-65-91	75140e2e40f04a7aa98b2dec422745b7					gps	2	1	GPS has to be within 20m
00-84-65-91	75140e2e40f04a7aa98b2dec422745b7						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
00-84-65-91	75140e2e40f04a7aa98b2dec422745b7	narcotic_items_roster	1	231087099		amount_paid_cash	2	1	The amount seems unrealistic, please confirm and accept it if correct
43-11-03-55	b056ea55ee89459db021ff38a50d68d0					gps	2	1	GPS has to be within 20m
43-11-03-55	b056ea55ee89459db021ff38a50d68d0						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
58-97-17-50	37178e09395e4ad1a78ebcab491e5fb8					gps	2	1	GPS has to be within 20m
58-97-17-50	37178e09395e4ad1a78ebcab491e5fb8						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
41-28-84-38	d71ce24e04fc42d7a56bc14ff80285ab					gps	2	1	GPS has to be within 20m
41-28-84-38	d71ce24e04fc42d7a56bc14ff80285ab						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
30-26-62-52	be5e758aa8c14927bcd707720aa1e980					gps	2	1	GPS has to be within 20m
30-26-62-52	be5e758aa8c14927bcd707720aa1e980						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
04-69-16-31	8b496fdeb82b4a3cb415adf8921b9905					gps	2	1	GPS has to be within 20m
04-69-16-31	8b496fdeb82b4a3cb415adf8921b9905						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
50-61-18-84	02f973c9dc224e2f9297ae9791530f85					gps	2	1	GPS has to be within 20m
50-61-18-84	02f973c9dc224e2f9297ae9791530f85						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
72-09-05-11	7da8e82220c14853b797532889c51f23					gps	2	1	GPS has to be within 20m
72-09-05-11	7da8e82220c14853b797532889c51f23						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
09-07-53-20	3d1863236c044022bcbec36e43fc16b9					gps	2	1	GPS has to be within 20m
09-07-53-20	3d1863236c044022bcbec36e43fc16b9						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
29-75-34-20	93e8e4469fdb4ca8909a120a959c6076					gps	2	1	GPS has to be within 20m
29-75-34-20	93e8e4469fdb4ca8909a120a959c6076						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
23-83-17-67	d40bbe69828740f3a48c93ec40f24647					gps	2	1	GPS has to be within 20m
23-83-17-67	d40bbe69828740f3a48c93ec40f24647						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
06-16-55-75	ad36b580a74b4cc5b018c7074a550c46					gps	2	1	GPS has to be within 20m
06-16-55-75	ad36b580a74b4cc5b018c7074a550c46						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
20-42-23-90	46f6c63f278c42be9d80eb0430b9cbdc					gps	2	1	GPS has to be within 20m
20-42-23-90	46f6c63f278c42be9d80eb0430b9cbdc						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
54-16-42-80	a94a1f7f56634798ba4b1df810dba16f					gps	2	1	GPS has to be within 20m
54-16-42-80	a94a1f7f56634798ba4b1df810dba16f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
54-14-87-92	4e86e5c50fa24a22b4adcc839b73833c					gps	2	1	GPS has to be within 20m
54-14-87-92	4e86e5c50fa24a22b4adcc839b73833c						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
17-64-67-93	bdd11b8403194e7aac86abd94defad65					gps	2	1	GPS has to be within 20m
17-64-67-93	bdd11b8403194e7aac86abd94defad65						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
94-36-93-37	c62600d22bd24af98a97ffee3b10147b					gps	2	1	GPS has to be within 20m
94-36-93-37	c62600d22bd24af98a97ffee3b10147b						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
44-95-73-39	f7381aee7faa41e39b338bce7896a32e					gps	2	1	GPS has to be within 20m
44-95-73-39	f7381aee7faa41e39b338bce7896a32e						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
92-18-05-34	c1760563a28445d89c069bab81c7b514					gps	2	1	GPS has to be within 20m
92-18-05-34	c1760563a28445d89c069bab81c7b514						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
56-42-85-30	e0fd1d119edd478eaa573d94ba5c58c6					gps	2	1	GPS has to be within 20m
56-42-85-30	e0fd1d119edd478eaa573d94ba5c58c6						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
56-42-85-30	e0fd1d119edd478eaa573d94ba5c58c6	narcotic_items_roster	1	221082004		amount_paid_cash	2	1	The amount seems unrealistic, please confirm and accept it if correct
64-27-58-54	54afe16f5f0a4aa0b07edc636b92d79b					gps	2	1	GPS has to be within 20m
64-27-58-54	54afe16f5f0a4aa0b07edc636b92d79b						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
50-06-04-28	126095b1ade242a4a94c01af24a0dcf8					gps	2	1	GPS has to be within 20m
50-06-04-28	126095b1ade242a4a94c01af24a0dcf8						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
16-65-35-06	96e535f1f0644318bcc4a80682e3ea79					gps	2	1	GPS has to be within 20m
16-65-35-06	96e535f1f0644318bcc4a80682e3ea79						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
54-07-32-06	5abd74adb0c84219ac808cce084f2bd3					gps	2	1	GPS has to be within 20m
54-07-32-06	5abd74adb0c84219ac808cce084f2bd3						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
98-53-04-00	e3e1d703b83d418baec1a50b87df9f75					gps	2	1	GPS has to be within 20m
98-53-04-00	e3e1d703b83d418baec1a50b87df9f75						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
16-70-65-53	0acb4ea509ab4ff3bb95b22b8a3b0c97					gps	2	1	GPS has to be within 20m
16-70-65-53	0acb4ea509ab4ff3bb95b22b8a3b0c97						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
69-16-66-94	f04126e24d6b4a9d8e45abc51fcdda66					gps	2	1	GPS has to be within 20m
69-16-66-94	f04126e24d6b4a9d8e45abc51fcdda66						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
22-91-94-77	3dd8bb05f84e487cb7e8a84b5ffe10e8					gps	2	1	GPS has to be within 20m
22-91-94-77	3dd8bb05f84e487cb7e8a84b5ffe10e8						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
16-21-72-59	b503544993d5414d81ca44dac2a9b09e					gps	2	1	GPS has to be within 20m
16-21-72-59	b503544993d5414d81ca44dac2a9b09e						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
37-16-64-35	862e3633c3154f5c94f8438d5bbfcec2					gps	2	1	GPS has to be within 20m
37-16-64-35	862e3633c3154f5c94f8438d5bbfcec2						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
94-66-32-10	e6c7385c38d94cabab081cbf00c9a747					gps	2	1	GPS has to be within 20m
94-66-32-10	e6c7385c38d94cabab081cbf00c9a747						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
48-83-80-04	549b30cbb97b4784b7a576e1209cf167					gps	2	1	GPS has to be within 20m
48-83-80-04	549b30cbb97b4784b7a576e1209cf167						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
65-13-45-96	8aaca7c3d8ac4c5092fe5d3ece47a68b					gps	2	1	GPS has to be within 20m
65-13-45-96	8aaca7c3d8ac4c5092fe5d3ece47a68b						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
86-19-46-00	512dc15f875f47b3870750de09c49771					gps	2	1	GPS has to be within 20m
86-19-46-00	512dc15f875f47b3870750de09c49771						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
05-83-87-30	72132acba1624eef8aa4b11c287b3ece					gps	2	1	GPS has to be within 20m
05-83-87-30	72132acba1624eef8aa4b11c287b3ece						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
98-11-34-30	31245c71f5f64222b09972a01f372fe3					gps	2	1	GPS has to be within 20m
98-11-34-30	31245c71f5f64222b09972a01f372fe3						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
37-57-32-73	c5d78cad6b5c4c93b363af79a2479ae7					gps	2	1	GPS has to be within 20m
37-57-32-73	c5d78cad6b5c4c93b363af79a2479ae7						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
66-91-91-77	1f6cdd2dff0d4e97ace1cfc31eead6a0					gps	2	1	GPS has to be within 20m
66-91-91-77	1f6cdd2dff0d4e97ace1cfc31eead6a0						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
04-39-42-93	6deef8af8a594380b90787f6f50d0fa4					gps	2	1	GPS has to be within 20m
04-39-42-93	6deef8af8a594380b90787f6f50d0fa4						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
35-47-46-10	f9250f07b8e843d78f9804f7eed13144					gps	2	1	GPS has to be within 20m
35-47-46-10	f9250f07b8e843d78f9804f7eed13144						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
86-46-39-23	31424b18b94d4bc0977977f6a859f4b7					gps	2	1	GPS has to be within 20m
86-46-39-23	31424b18b94d4bc0977977f6a859f4b7						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
49-32-86-85	bad44380c98e445aaba97227bc78ec36					gps	2	1	GPS has to be within 20m
49-32-86-85	bad44380c98e445aaba97227bc78ec36						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
27-94-97-36	c664b95a7043448d830ee91de1ad6e1d					gps	2	1	GPS has to be within 20m
27-94-97-36	c664b95a7043448d830ee91de1ad6e1d						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
06-27-78-14	2ea4059fde284470a695a0b30e8a5934					gps	2	1	GPS has to be within 20m
06-27-78-14	2ea4059fde284470a695a0b30e8a5934						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
52-96-65-14	c9e7ffabf3ad4afaaa2f900a9372bded					gps	2	1	GPS has to be within 20m
52-96-65-14	c9e7ffabf3ad4afaaa2f900a9372bded						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
55-76-87-58	bd91dc0cc5664625867a933bc9be184b					gps	2	1	GPS has to be within 20m
55-76-87-58	bd91dc0cc5664625867a933bc9be184b						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
31-00-98-46	1ac7d0c77d0b46eeb0d0c23f38ed7ebc					gps	2	1	GPS has to be within 20m
31-00-98-46	1ac7d0c77d0b46eeb0d0c23f38ed7ebc						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
50-22-93-08	6a2e6d4538e046efbbda364afba3e527					gps	2	1	GPS has to be within 20m
50-22-93-08	6a2e6d4538e046efbbda364afba3e527						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
34-13-76-27	a6339e52d82b46bfbca4e346db537cac					gps	2	1	GPS has to be within 20m
34-13-76-27	a6339e52d82b46bfbca4e346db537cac						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
34-13-76-27	a6339e52d82b46bfbca4e346db537cac	oth_income_ros	21000			amount_cashIncome	2	1	The 12 months value entered for %rostertitle% seems unlikely. Please verify.
19-13-19-02	c04129487b5346a3a568cbea63c38d7f					gps	2	1	GPS has to be within 20m
19-13-19-02	c04129487b5346a3a568cbea63c38d7f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
76-23-03-68	c922c3b129a44bf8b04bae247758775e					gps	2	1	GPS has to be within 20m
76-23-03-68	c922c3b129a44bf8b04bae247758775e						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
60-62-79-39	2f880227004e43cc89ed91b415f0caeb					gps	2	1	GPS has to be within 20m
60-62-79-39	2f880227004e43cc89ed91b415f0caeb						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
25-31-81-13	8b9e6272102e4105a14f0a93cc814a7e					gps	2	1	GPS has to be within 20m
25-31-81-13	8b9e6272102e4105a14f0a93cc814a7e						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
66-01-58-70	4ce6303b57c74c46b30be3f2b20beaf2					gps	2	1	GPS has to be within 20m
66-01-58-70	4ce6303b57c74c46b30be3f2b20beaf2						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
25-42-39-77	33ac30f27c6a4982ad1221e4a7a07692					gps	2	1	GPS has to be within 20m
25-42-39-77	33ac30f27c6a4982ad1221e4a7a07692						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
80-71-77-12	9a83bbbec687414e9a27a62e02638ed6					gps	2	1	GPS has to be within 20m
80-71-77-12	9a83bbbec687414e9a27a62e02638ed6						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
43-31-93-15	64667035a2aa4ffeb9a51e09f6534849					gps	2	1	GPS has to be within 20m
43-31-93-15	64667035a2aa4ffeb9a51e09f6534849						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
84-41-34-96	3b5f5c6ebd4245c6b028bd59484399ac					gps	2	1	GPS has to be within 20m
84-41-34-96	3b5f5c6ebd4245c6b028bd59484399ac						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
26-02-09-19	75822aeee8c942d397e14a9b0b2b03dd					gps	2	1	GPS has to be within 20m
26-02-09-19	75822aeee8c942d397e14a9b0b2b03dd						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
31-22-56-07	e25269a1b68540bb87a7fa26102c1e14					gps	2	1	GPS has to be within 20m
31-22-56-07	e25269a1b68540bb87a7fa26102c1e14						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
39-32-09-40	531b63fb26a84956814802eb28e89d08					gps	2	1	GPS has to be within 20m
39-32-09-40	531b63fb26a84956814802eb28e89d08						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
06-74-75-18	0039f756952f4972a88ad87b8595f1b6					gps	2	1	GPS has to be within 20m
06-74-75-18	0039f756952f4972a88ad87b8595f1b6						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
16-77-26-44	eb6b0170ded541a694aa2fcc90fc4980					gps	2	1	GPS has to be within 20m
16-77-26-44	eb6b0170ded541a694aa2fcc90fc4980						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
72-10-50-30	8890a721ef2140a49794559f0f3b8f0c					gps	2	1	GPS has to be within 20m
72-10-50-30	8890a721ef2140a49794559f0f3b8f0c						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
89-90-70-64	959e6f9cc04d4f7b88fd261e620dd7e2					gps	2	1	GPS has to be within 20m
89-90-70-64	959e6f9cc04d4f7b88fd261e620dd7e2						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
15-06-58-47	6f405953c30e4718a670b3781b3724e4					gps	2	1	GPS has to be within 20m
15-06-58-47	6f405953c30e4718a670b3781b3724e4						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
62-43-19-51	00af19b83d3840b8a0c45ac5ded71826					gps	2	1	GPS has to be within 20m
62-43-19-51	00af19b83d3840b8a0c45ac5ded71826						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
03-20-13-27	ddc40e31724f4936abfe1b12391cf3c1					gps	2	1	GPS has to be within 20m
03-20-13-27	ddc40e31724f4936abfe1b12391cf3c1						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
89-75-39-81	87e0ba8f682a4c32947485a56b5a667b					gps	2	1	GPS has to be within 20m
89-75-39-81	87e0ba8f682a4c32947485a56b5a667b						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
03-88-65-97	32c94bbd4cd045b7b00c1184c6d522a1					gps	2	1	GPS has to be within 20m
03-88-65-97	32c94bbd4cd045b7b00c1184c6d522a1						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
36-41-45-46	dd723245dc9d48c38d0e9c2e15f49fe9					gps	2	1	GPS has to be within 20m
36-41-45-46	dd723245dc9d48c38d0e9c2e15f49fe9						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
99-76-27-24	9bb2a4d377e6446baaec81d6379f7962					gps	2	1	GPS has to be within 20m
99-76-27-24	9bb2a4d377e6446baaec81d6379f7962						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
16-20-62-04	04219af67ff644de92dd94266cce11a1					gps	2	1	GPS has to be within 20m
16-20-62-04	04219af67ff644de92dd94266cce11a1						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
12-90-72-81	e2deb22fa0794dee82af8bff7cce27c8					gps	2	1	GPS has to be within 20m
12-90-72-81	e2deb22fa0794dee82af8bff7cce27c8						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
12-90-72-81	e2deb22fa0794dee82af8bff7cce27c8	narcotic_items_roster	1	231087099		amount_paid_cash	2	1	The amount seems unrealistic, please confirm and accept it if correct
47-75-33-26	04a29f16ddb24b70a5a04fd98119f22a					gps	2	1	GPS has to be within 20m
47-75-33-26	04a29f16ddb24b70a5a04fd98119f22a						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
71-52-73-84	dd31c18410ef4281bc1592504b8ff8ca					gps	2	1	GPS has to be within 20m
71-52-73-84	dd31c18410ef4281bc1592504b8ff8ca						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
14-21-01-36	f347b0eac9a64f2a807c64e684c6e503						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
63-13-62-39	ed1eb45cd8264f49b66c48ab7187947f					gps	2	1	GPS has to be within 20m
63-13-62-39	ed1eb45cd8264f49b66c48ab7187947f						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
24-13-43-30	10e350615c334ed8a455cd7b814c09b2					gps	2	1	GPS has to be within 20m
24-13-43-30	10e350615c334ed8a455cd7b814c09b2						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
24-13-43-30	10e350615c334ed8a455cd7b814c09b2	oth_income_ros	21000			amount_cashIncome	2	1	The 12 months value entered for %rostertitle% seems unlikely. Please verify.
57-21-99-43	3a4d562001ad43558c2e69b82078f9ee					gps	2	1	GPS has to be within 20m
57-21-99-43	3a4d562001ad43558c2e69b82078f9ee						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
64-42-09-19	dc5563cbb41c4762b798b40cdd8967ff					gps	2	1	GPS has to be within 20m
64-42-09-19	dc5563cbb41c4762b798b40cdd8967ff						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
53-99-50-45	ed507c220c39482ca370dc5f9fc8f6bc					gps	2	1	GPS has to be within 20m
53-99-50-45	ed507c220c39482ca370dc5f9fc8f6bc						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
69-79-04-23	7f30a306b8224584941f2d7273a5be7d					gps	2	1	GPS has to be within 20m
69-79-04-23	7f30a306b8224584941f2d7273a5be7d						3	1	Please confirm that this household did not consume any food at home!!!!!! If it is correct do make sure they eat food away from home for the last days
